Target Distance: 100, Step Size: 2
14996: (x,y) = (178.698,1410.61)
14997: (x,y) = (182.873,1440.32)
14998: (x,y) = (162.413,1418.38)
14999: (x,y) = (192.121,1422.55)
15000: (x,y) = (212.195,1444.85)
15001: (x,y) = (222.456,1416.66)
15002: (x,y) = (192.911,1411.45)
15003: (x,y) = (191.864,1381.47)
15004: (x,y) = (213.445,1402.31)
15005: (x,y) = (242.893,1396.58)
15006: (x,y) = (221.313,1417.42)
15007: (x,y) = (210.075,1389.61)
15008: (x,y) = (196.924,1416.57)
15009: (x,y) = (226.919,1417.09)
15010: (x,y) = (213.3,1390.36)
15011: (x,y) = (242.844,1385.15)
15012: (x,y) = (217.129,1369.7)
15013: (x,y) = (209.364,1340.73)
15014: (x,y) = (180.386,1332.96)
15015: (x,y) = (191.625,1360.78)
15016: (x,y) = (220.856,1367.53)
15017: (x,y) = (245.126,1385.16)
15018: (x,y) = (269.085,1403.21)
15019: (x,y) = (254.085,1429.19)
15020: (x,y) = (241.883,1456.6)
15021: (x,y) = (224.676,1432.03)
15022: (x,y) = (236.398,1404.41)
15023: (x,y) = (235.351,1434.39)
15024: (x,y) = (251.69,1459.55)
15025: (x,y) = (222.712,1467.32)
15026: (x,y) = (245.354,1487)
15027: (x,y) = (222.372,1506.28)
15028: (x,y) = (210.65,1478.67)
15029: (x,y) = (187.336,1497.55)
15030: (x,y) = (215.527,1507.81)
15031: (x,y) = (186.296,1514.56)
15032: (x,y) = (202.635,1489.4)
15033: (x,y) = (176.654,1474.4)
15034: (x,y) = (184.419,1503.37)
15035: (x,y) = (213.65,1496.63)
15036: (x,y) = (223.417,1524.99)
15037: (x,y) = (226.553,1554.83)
15038: (x,y) = (209.345,1530.25)
15039: (x,y) = (224.345,1556.23)
15040: (x,y) = (246.286,1535.77)
15041: (x,y) = (275.83,1530.56)
15042: (x,y) = (282.067,1501.22)
15043: (x,y) = (305.049,1520.5)
15044: (x,y) = (292.37,1493.31)
15045: (x,y) = (278.75,1520.04)
15046: (x,y) = (268.983,1548.41)
15047: (x,y) = (249.7,1571.39)
15048: (x,y) = (222.736,1584.54)
15049: (x,y) = (251.268,1593.81)
15050: (x,y) = (241.007,1565.62)
15051: (x,y) = (239.96,1535.64)
15052: (x,y) = (222.753,1560.21)
15053: (x,y) = (239.96,1584.79)
15054: (x,y) = (221.49,1561.15)
15055: (x,y) = (191.509,1560.1)
15056: (x,y) = (168.527,1540.82)
15057: (x,y) = (143.953,1558.02)
15058: (x,y) = (114.844,1550.77)
15059: (x,y) = (106.073,1579.46)
15060: (x,y) = (78.2571,1590.69)
15061: (x,y) = (53.386,1573.92)
15062: (x,y) = (28.2259,1590.26)
15063: (x,y) = (22.5016,1619.71)
15064: (x,y) = (35.6527,1592.74)
15065: (x,y) = (33.56,1622.67)
15066: (x,y) = (56.5414,1603.39)
15067: (x,y) = (86.2494,1607.56)
15068: (x,y) = (56.2677,1608.61)
15069: (x,y) = (67.9896,1636.22)
15070: (x,y) = (82.9896,1610.24)
15071: (x,y) = (61.7764,1631.46)
15072: (x,y) = (78.1156,1656.62)
15073: (x,y) = (55.8212,1636.54)
15074: (x,y) = (25.8943,1638.63)
15075: (x,y) = (42.2335,1613.47)
15076: (x,y) = (70.4243,1603.21)
15077: (x,y) = (42.8091,1614.94)
15078: (x,y) = (51.5803,1643.63)
15079: (x,y) = (81.4159,1646.76)
15080: (x,y) = (101.876,1668.7)
15081: (x,y) = (73.038,1660.43)
15082: (x,y) = (75.1307,1630.51)
15083: (x,y) = (45.4227,1634.68)
15084: (x,y) = (35.6556,1606.32)
15085: (x,y) = (64.1873,1615.59)
15086: (x,y) = (94.023,1612.45)
15087: (x,y) = (122.861,1604.18)
15088: (x,y) = (94.1717,1612.95)
15089: (x,y) = (64.4637,1608.78)
15090: (x,y) = (88.4227,1590.72)
15091: (x,y) = (112.063,1572.25)
15092: (x,y) = (114.156,1542.33)
15093: (x,y) = (103.895,1570.52)
15094: (x,y) = (117.515,1597.25)
15095: (x,y) = (91.5341,1582.25)
15096: (x,y) = (64.3448,1569.57)
15097: (x,y) = (57.0872,1540.46)
15098: (x,y) = (57.0872,1570.46)
15099: (x,y) = (49.3226,1541.48)
15100: (x,y) = (73.2817,1523.43)
15101: (x,y) = (99.2624,1538.43)
15102: (x,y) = (95.6064,1508.65)
15103: (x,y) = (123.614,1519.4)
15104: (x,y) = (106.406,1543.98)
15105: (x,y) = (126.088,1521.33)
15106: (x,y) = (97.2504,1513.07)
15107: (x,y) = (89.4858,1542.04)
15108: (x,y) = (117.677,1531.78)
15109: (x,y) = (94.3622,1550.66)
15110: (x,y) = (83.6112,1578.67)
15111: (x,y) = (110.341,1592.29)
15112: (x,y) = (137.957,1580.57)
15113: (x,y) = (131.208,1551.34)
15114: (x,y) = (102.842,1541.57)
15115: (x,y) = (97.1182,1571.02)
15116: (x,y) = (99.7329,1541.13)
15117: (x,y) = (112.411,1568.32)
15118: (x,y) = (134.352,1547.86)
15119: (x,y) = (140.589,1577.21)
15120: (x,y) = (131.818,1548.52)
15121: (x,y) = (137.028,1518.97)
15122: (x,y) = (138.075,1488.99)
15123: (x,y) = (161.389,1507.87)
15124: (x,y) = (157.733,1478.09)
15125: (x,y) = (131.245,1464.01)
15126: (x,y) = (120.493,1436)
15127: (x,y) = (148.684,1425.74)
15128: (x,y) = (141.427,1454.85)
15129: (x,y) = (115.985,1438.95)
15130: (x,y) = (98.7779,1414.38)
15131: (x,y) = (110.5,1441.99)
15132: (x,y) = (98.2977,1469.4)
15133: (x,y) = (76.0033,1489.47)
15134: (x,y) = (98.9847,1470.19)
15135: (x,y) = (83.5335,1444.48)
15136: (x,y) = (106.848,1425.6)
15137: (x,y) = (79.4416,1437.8)
15138: (x,y) = (108.279,1429.53)
15139: (x,y) = (123.731,1403.81)
15140: (x,y) = (137.815,1377.33)
15141: (x,y) = (162.975,1360.99)
15142: (x,y) = (188.416,1345.09)
15143: (x,y) = (163.256,1361.43)
15144: (x,y) = (141.676,1340.59)
15145: (x,y) = (112.445,1347.34)
15146: (x,y) = (97.4448,1373.32)
15147: (x,y) = (126.894,1379.04)
15148: (x,y) = (108.424,1355.4)
15149: (x,y) = (115.172,1384.63)
15150: (x,y) = (138.813,1366.16)
15151: (x,y) = (168.772,1364.59)
15152: (x,y) = (149.488,1341.61)
15153: (x,y) = (131.854,1317.34)
15154: (x,y) = (156.125,1334.97)
15155: (x,y) = (135.665,1356.92)
15156: (x,y) = (139.84,1386.62)
15157: (x,y) = (112.025,1397.86)
15158: (x,y) = (100.303,1425.48)
15159: (x,y) = (70.467,1422.34)
15160: (x,y) = (100.011,1427.55)
15161: (x,y) = (77.0299,1408.27)
15162: (x,y) = (59.3964,1432.54)
15163: (x,y) = (42.6206,1457.41)
15164: (x,y) = (72.616,1456.88)
15165: (x,y) = (74.7087,1486.81)
15166: (x,y) = (104.636,1488.9)
15167: (x,y) = (127.617,1469.62)
15168: (x,y) = (113.997,1442.89)
15169: (x,y) = (91.0159,1423.61)
15170: (x,y) = (86.8407,1393.9)
15171: (x,y) = (104.895,1417.86)
15172: (x,y) = (119.895,1443.84)
15173: (x,y) = (100.612,1420.86)
15174: (x,y) = (72.4207,1410.6)
15175: (x,y) = (45.0144,1422.8)
15176: (x,y) = (45.0144,1392.8)
15177: (x,y) = (68.3288,1373.92)
15178: (x,y) = (38.9843,1380.16)
15179: (x,y) = (15.344,1398.63)
15180: (x,y) = (15.344,1368.63)
15181: (x,y) = (45.3257,1369.67)
15182: (x,y) = (74.6702,1375.91)
15183: (x,y) = (51.6888,1395.19)
15184: (x,y) = (42.4183,1423.73)
15185: (x,y) = (62.4922,1446.02)
15186: (x,y) = (37.9177,1463.23)
15187: (x,y) = (8.46887,1457.5)
15188: (x,y) = (-18.495,1444.35)
15189: (x,y) = (-24.7323,1415.01)
15190: (x,y) = (-35.4833,1387)
15191: (x,y) = (-34.4364,1416.98)
15192: (x,y) = (-48.9806,1443.22)
15193: (x,y) = (-60.7026,1415.61)
15194: (x,y) = (-58.0879,1445.49)
15195: (x,y) = (-28.5437,1440.28)
15196: (x,y) = (-1.57986,1427.13)
15197: (x,y) = (21.7345,1408.25)
15198: (x,y) = (-8.2472,1407.2)
15199: (x,y) = (-7.72363,1437.2)
15200: (x,y) = (10.3308,1461.16)
15201: (x,y) = (31.911,1440.32)
15202: (x,y) = (8.27069,1458.79)
15203: (x,y) = (-3.45124,1486.4)
15204: (x,y) = (11.9999,1512.12)
15205: (x,y) = (-12.8712,1495.34)
15206: (x,y) = (-12.8712,1465.34)
15207: (x,y) = (12.8438,1449.89)
15208: (x,y) = (-17.042,1452.51)
15209: (x,y) = (-10.8047,1481.85)
15210: (x,y) = (17.8844,1473.08)
15211: (x,y) = (40.1788,1453.01)
15212: (x,y) = (60.2527,1430.71)
15213: (x,y) = (90.1385,1428.1)
15214: (x,y) = (85.9634,1457.8)
15215: (x,y) = (100.963,1483.79)
15216: (x,y) = (104.099,1453.95)
15217: (x,y) = (90.9481,1426.99)
15218: (x,y) = (74.6089,1452.15)
15219: (x,y) = (58.7113,1477.59)
15220: (x,y) = (87.8202,1484.85)
15221: (x,y) = (75.1416,1457.66)
15222: (x,y) = (78.7977,1487.43)
15223: (x,y) = (108.684,1490.05)
15224: (x,y) = (88.6097,1512.34)
15225: (x,y) = (111.591,1531.63)
15226: (x,y) = (91.131,1509.68)
15227: (x,y) = (118.947,1498.45)
15228: (x,y) = (148.942,1498.97)
15229: (x,y) = (168.226,1521.95)
15230: (x,y) = (179.948,1549.57)
15231: (x,y) = (197.581,1573.84)
15232: (x,y) = (181.684,1548.4)
15233: (x,y) = (155.445,1533.85)
15234: (x,y) = (126.101,1540.09)
15235: (x,y) = (139.72,1513.36)
15236: (x,y) = (152.871,1486.39)
15237: (x,y) = (172.155,1463.41)
15238: (x,y) = (149.861,1483.49)
15239: (x,y) = (178.55,1474.72)
15240: (x,y) = (173.34,1445.17)
15241: (x,y) = (157.443,1470.61)
15242: (x,y) = (172.894,1444.9)
15243: (x,y) = (147.452,1429)
15244: (x,y) = (176.901,1423.28)
15245: (x,y) = (177.948,1393.29)
15246: (x,y) = (178.995,1363.31)
15247: (x,y) = (176.381,1333.43)
15248: (x,y) = (148.974,1345.63)
15249: (x,y) = (147.927,1315.65)
15250: (x,y) = (142.718,1286.1)
15251: (x,y) = (165.012,1306.18)
15252: (x,y) = (138.282,1319.8)
15253: (x,y) = (113.707,1302.59)
15254: (x,y) = (133.781,1324.88)
15255: (x,y) = (141.546,1295.91)
15256: (x,y) = (133.781,1266.93)
15257: (x,y) = (108.621,1283.27)
15258: (x,y) = (87.041,1304.11)
15259: (x,y) = (79.7833,1275)
15260: (x,y) = (51.0942,1266.23)
15261: (x,y) = (23.479,1254.51)
15262: (x,y) = (-6.5027,1253.46)
15263: (x,y) = (0.754957,1282.57)
15264: (x,y) = (8.51953,1253.59)
15265: (x,y) = (-13.7748,1233.52)
15266: (x,y) = (-26.4534,1206.33)
15267: (x,y) = (-49.0947,1186.64)
15268: (x,y) = (-78.8027,1190.82)
15269: (x,y) = (-51.3963,1203.02)
15270: (x,y) = (-78.8027,1190.82)
15271: (x,y) = (-69.5322,1219.35)
15272: (x,y) = (-41.0005,1228.62)
15273: (x,y) = (-12.4688,1237.89)
15274: (x,y) = (-5.21114,1208.78)
15275: (x,y) = (24.5652,1212.44)
15276: (x,y) = (34.8259,1184.25)
15277: (x,y) = (45.5769,1212.26)
15278: (x,y) = (21.0023,1229.46)
15279: (x,y) = (23.095,1259.39)
15280: (x,y) = (50.7102,1247.67)
15281: (x,y) = (71.9234,1268.88)
15282: (x,y) = (101.923,1268.88)
15283: (x,y) = (82.6397,1291.86)
15284: (x,y) = (77.4303,1262.32)
15285: (x,y) = (82.6397,1232.77)
15286: (x,y) = (91.4109,1204.09)
15287: (x,y) = (64.2217,1216.76)
15288: (x,y) = (75.4599,1244.58)
15289: (x,y) = (89.0796,1271.31)
15290: (x,y) = (95.8281,1242.08)
15291: (x,y) = (73.8875,1262.54)
15292: (x,y) = (72.3174,1232.58)
15293: (x,y) = (64.5528,1261.56)
15294: (x,y) = (67.1675,1291.44)
15295: (x,y) = (80.3187,1318.41)
15296: (x,y) = (52.1279,1308.15)
15297: (x,y) = (78.3665,1293.6)
15298: (x,y) = (86.131,1264.62)
15299: (x,y) = (115.475,1270.86)
15300: (x,y) = (95.0155,1248.92)
15301: (x,y) = (125.011,1249.44)
15302: (x,y) = (127.626,1279.33)
15303: (x,y) = (114.947,1252.14)
15304: (x,y) = (143.313,1261.91)
15305: (x,y) = (128.768,1235.67)
15306: (x,y) = (111.993,1260.54)
15307: (x,y) = (130.872,1237.23)
15308: (x,y) = (150.156,1214.25)
15309: (x,y) = (149.632,1184.25)
15310: (x,y) = (148.062,1154.29)
15311: (x,y) = (156.833,1125.6)
15312: (x,y) = (126.998,1122.47)
15313: (x,y) = (125.951,1092.48)
15314: (x,y) = (135.718,1064.12)
15315: (x,y) = (158.012,1044.04)
15316: (x,y) = (128.304,1039.87)
15317: (x,y) = (104.345,1021.82)
15318: (x,y) = (133.323,1014.05)
15319: (x,y) = (114.853,1037.69)
15320: (x,y) = (88.3644,1051.77)
15321: (x,y) = (87.3174,1021.79)
15322: (x,y) = (85.2248,991.866)
15323: (x,y) = (100.676,1017.58)
15324: (x,y) = (88.4738,990.175)
15325: (x,y) = (118.104,985.482)
15326: (x,y) = (147.99,982.867)
15327: (x,y) = (150.083,1012.79)
15328: (x,y) = (120.974,1005.54)
15329: (x,y) = (94.4857,1019.62)
15330: (x,y) = (120.466,1004.62)
15331: (x,y) = (135.011,1030.86)
15332: (x,y) = (108.047,1044.01)
15333: (x,y) = (125.254,1068.59)
15334: (x,y) = (95.2725,1069.63)
15335: (x,y) = (116.486,1090.85)
15336: (x,y) = (87.0369,1096.57)
15337: (x,y) = (103.376,1071.41)
15338: (x,y) = (82.9161,1049.47)
15339: (x,y) = (68.3718,1075.71)
15340: (x,y) = (71.5077,1105.54)
15341: (x,y) = (50.6679,1127.12)
15342: (x,y) = (55.3609,1097.49)
15343: (x,y) = (31.4019,1115.55)
15344: (x,y) = (33.4946,1085.62)
15345: (x,y) = (7.00614,1071.54)
15346: (x,y) = (1.28187,1100.98)
15347: (x,y) = (28.4711,1088.31)
15348: (x,y) = (41.1496,1115.5)
15349: (x,y) = (42.7197,1145.45)
15350: (x,y) = (35.9712,1174.69)
15351: (x,y) = (12.3309,1156.22)
15352: (x,y) = (-8.12908,1134.27)
15353: (x,y) = (21.5016,1138.97)
15354: (x,y) = (-4.21345,1154.42)
15355: (x,y) = (-15.9354,1182.03)
15356: (x,y) = (-33.9898,1158.08)
15357: (x,y) = (-5.30069,1166.85)
15358: (x,y) = (4.46636,1195.21)
15359: (x,y) = (16.1883,1222.83)
15360: (x,y) = (-13.2605,1228.55)
15361: (x,y) = (9.03382,1248.63)
15362: (x,y) = (-9.84579,1271.94)
15363: (x,y) = (-38.8236,1264.18)
15364: (x,y) = (-13.1085,1248.72)
15365: (x,y) = (4.9459,1224.76)
15366: (x,y) = (-9.59838,1198.53)
15367: (x,y) = (-31.8927,1218.6)
15368: (x,y) = (-47.7903,1244.04)
15369: (x,y) = (-19.5995,1233.78)
15370: (x,y) = (-38.8832,1256.76)
15371: (x,y) = (-33.1589,1286.21)
15372: (x,y) = (-45.361,1313.62)
15373: (x,y) = (-25.6792,1336.26)
15374: (x,y) = (-47.9736,1316.18)
15375: (x,y) = (-52.6666,1286.55)
15376: (x,y) = (-59.4151,1257.32)
15377: (x,y) = (-35.4561,1239.27)
15378: (x,y) = (-52.2318,1214.4)
15379: (x,y) = (-81.2096,1206.63)
15380: (x,y) = (-61.926,1229.61)
15381: (x,y) = (-87.641,1214.16)
15382: (x,y) = (-69.5866,1238.12)
15383: (x,y) = (-95.5673,1253.12)
15384: (x,y) = (-118.209,1233.44)
15385: (x,y) = (-109.939,1262.28)
15386: (x,y) = (-131.153,1283.49)
15387: (x,y) = (-106.282,1266.72)
15388: (x,y) = (-106.805,1296.71)
15389: (x,y) = (-133.535,1283.09)
15390: (x,y) = (-108.375,1299.43)
15391: (x,y) = (-128.835,1321.37)
15392: (x,y) = (-144.286,1347.09)
15393: (x,y) = (-172.818,1356.36)
15394: (x,y) = (-147.377,1340.46)
15395: (x,y) = (-123.736,1321.99)
15396: (x,y) = (-95.2045,1312.72)
15397: (x,y) = (-90.5115,1342.35)
15398: (x,y) = (-63.7813,1328.73)
15399: (x,y) = (-36.375,1316.53)
15400: (x,y) = (-21.8307,1342.77)
15401: (x,y) = (-28.5792,1372)
15402: (x,y) = (-11.3719,1396.57)
15403: (x,y) = (8.70202,1418.87)
15404: (x,y) = (36.1084,1431.07)
15405: (x,y) = (39.7645,1401.29)
15406: (x,y) = (58.6441,1377.98)
15407: (x,y) = (64.3683,1348.53)
15408: (x,y) = (52.6464,1376.14)
15409: (x,y) = (22.7606,1373.53)
15410: (x,y) = (52.105,1367.29)
15411: (x,y) = (76.6796,1384.5)
15412: (x,y) = (100.95,1402.13)
15413: (x,y) = (102.52,1372.17)
15414: (x,y) = (72.6343,1369.56)
15415: (x,y) = (53.7547,1392.87)
15416: (x,y) = (83.0991,1386.64)
15417: (x,y) = (106.413,1367.76)
15418: (x,y) = (103.799,1397.64)
15419: (x,y) = (123.481,1375)
15420: (x,y) = (146.462,1394.28)
15421: (x,y) = (127.582,1417.6)
15422: (x,y) = (130.718,1447.43)
15423: (x,y) = (155.878,1463.77)
15424: (x,y) = (127.189,1472.55)
15425: (x,y) = (134.954,1443.57)
15426: (x,y) = (164.84,1440.95)
15427: (x,y) = (193.529,1449.72)
15428: (x,y) = (223.364,1452.86)
15429: (x,y) = (195.174,1442.6)
15430: (x,y) = (174.334,1421.02)
15431: (x,y) = (185.572,1448.83)
15432: (x,y) = (155.686,1451.45)
15433: (x,y) = (161.41,1422)
15434: (x,y) = (148.259,1448.96)
15435: (x,y) = (119.894,1439.2)
15436: (x,y) = (129.661,1467.56)
15437: (x,y) = (142.339,1494.75)
15438: (x,y) = (172.116,1491.1)
15439: (x,y) = (142.189,1489)
15440: (x,y) = (126.291,1514.44)
15441: (x,y) = (154.657,1504.68)
15442: (x,y) = (131.342,1485.8)
15443: (x,y) = (157.323,1500.8)
15444: (x,y) = (139.269,1524.76)
15445: (x,y) = (160.482,1545.97)
15446: (x,y) = (132.291,1556.23)
15447: (x,y) = (119.613,1583.42)
15448: (x,y) = (149.448,1586.56)
15449: (x,y) = (131.394,1610.51)
15450: (x,y) = (145.478,1584.03)
15451: (x,y) = (149.653,1554.32)
15452: (x,y) = (131.183,1577.96)
15453: (x,y) = (123.419,1548.98)
15454: (x,y) = (143.101,1526.34)
15455: (x,y) = (114.263,1534.61)
15456: (x,y) = (84.2627,1534.61)
15457: (x,y) = (54.2809,1535.66)
15458: (x,y) = (72.3354,1559.61)
15459: (x,y) = (42.4997,1556.48)
15460: (x,y) = (70.8653,1566.25)
15461: (x,y) = (75.5583,1536.62)
15462: (x,y) = (57.9248,1560.89)
15463: (x,y) = (70.1269,1588.29)
15464: (x,y) = (42.1194,1577.54)
15465: (x,y) = (29.9173,1604.95)
15466: (x,y) = (7.623,1625.02)
15467: (x,y) = (8.66999,1595.04)
15468: (x,y) = (-21.3254,1595.56)
15469: (x,y) = (8.63344,1597.13)
15470: (x,y) = (34.0749,1581.24)
15471: (x,y) = (4.2985,1584.89)
15472: (x,y) = (33.1364,1576.62)
15473: (x,y) = (3.35997,1572.97)
15474: (x,y) = (-24.0464,1560.76)
15475: (x,y) = (4.64275,1551.99)
15476: (x,y) = (-13.8271,1528.35)
15477: (x,y) = (-30.6029,1503.48)
15478: (x,y) = (-4.62212,1488.48)
15479: (x,y) = (-14.8827,1516.67)
15480: (x,y) = (-32.09,1492.1)
15481: (x,y) = (-32.6136,1462.1)
15482: (x,y) = (-37.823,1432.56)
15483: (x,y) = (-7.89612,1434.65)
15484: (x,y) = (-36.734,1442.92)
15485: (x,y) = (-62.449,1427.47)
15486: (x,y) = (-39.4677,1446.75)
15487: (x,y) = (-63.7382,1429.12)
15488: (x,y) = (-37.7574,1444.12)
15489: (x,y) = (-39.3275,1474.08)
15490: (x,y) = (-37.2348,1444.15)
15491: (x,y) = (-31.5105,1414.7)
15492: (x,y) = (-2.27941,1421.45)
15493: (x,y) = (20.3619,1441.13)
15494: (x,y) = (49.593,1434.38)
15495: (x,y) = (51.6857,1464.31)
15496: (x,y) = (24.4964,1476.99)
15497: (x,y) = (7.28914,1501.56)
15498: (x,y) = (-11.9945,1478.58)
15499: (x,y) = (-38.7247,1464.96)
15500: (x,y) = (-57.1945,1488.6)
15501: (x,y) = (-85.7262,1479.33)
15502: (x,y) = (-57.5354,1489.59)
15503: (x,y) = (-28.5577,1481.83)
15504: (x,y) = (-1.36843,1494.51)
15505: (x,y) = (-4.50429,1524.34)
15506: (x,y) = (20.9372,1508.45)
15507: (x,y) = (1.65353,1531.43)
15508: (x,y) = (-25.7528,1519.22)
15509: (x,y) = (-11.2085,1492.99)
15510: (x,y) = (-22.4467,1520.8)
15511: (x,y) = (-17.2373,1550.35)
15512: (x,y) = (-12.0279,1579.89)
15513: (x,y) = (17.2032,1586.64)
15514: (x,y) = (20.3391,1616.47)
15515: (x,y) = (7.18797,1643.44)
15516: (x,y) = (-14.3922,1622.6)
15517: (x,y) = (-31.168,1647.47)
15518: (x,y) = (-4.67959,1633.39)
15519: (x,y) = (-22.3131,1657.66)
15520: (x,y) = (-21.7896,1687.65)
15521: (x,y) = (-33.9917,1660.25)
15522: (x,y) = (-29.2986,1630.61)
15523: (x,y) = (-35.536,1659.96)
15524: (x,y) = (-63.5434,1670.71)
15525: (x,y) = (-65.1135,1640.75)
15526: (x,y) = (-94.8215,1636.58)
15527: (x,y) = (-73.6083,1615.36)
15528: (x,y) = (-76.7442,1585.53)
15529: (x,y) = (-60.8466,1610.97)
15530: (x,y) = (-35.9755,1627.74)
15531: (x,y) = (-38.5901,1597.86)
15532: (x,y) = (-57.06,1621.5)
15533: (x,y) = (-48.7909,1592.66)
15534: (x,y) = (-64.6884,1618.1)
15535: (x,y) = (-91.6523,1631.25)
15536: (x,y) = (-64.0371,1642.98)
15537: (x,y) = (-40.3968,1624.51)
15538: (x,y) = (-67.8032,1636.71)
15539: (x,y) = (-88.2631,1614.77)
15540: (x,y) = (-108.723,1636.71)
15541: (x,y) = (-109.77,1606.73)
15542: (x,y) = (-91.7156,1582.77)
15543: (x,y) = (-116.876,1566.43)
15544: (x,y) = (-143.606,1580.05)
15545: (x,y) = (-147.262,1550.27)
15546: (x,y) = (-175.269,1539.52)
15547: (x,y) = (-185.53,1511.33)
15548: (x,y) = (-191.254,1481.88)
15549: (x,y) = (-170.041,1503.09)
15550: (x,y) = (-141.203,1511.36)
15551: (x,y) = (-111.754,1505.64)
15552: (x,y) = (-140.592,1513.91)
15553: (x,y) = (-127.441,1486.94)
15554: (x,y) = (-103.482,1468.89)
15555: (x,y) = (-79.523,1450.83)
15556: (x,y) = (-71.7584,1479.81)
15557: (x,y) = (-44.3521,1492.01)
15558: (x,y) = (-70.3328,1507.01)
15559: (x,y) = (-96.0478,1491.56)
15560: (x,y) = (-75.2081,1469.98)
15561: (x,y) = (-105.135,1467.89)
15562: (x,y) = (-118.286,1494.85)
15563: (x,y) = (-114.63,1524.63)
15564: (x,y) = (-125.381,1552.64)
15565: (x,y) = (-135.642,1580.83)
15566: (x,y) = (-151.981,1555.67)
15567: (x,y) = (-122.145,1558.8)
15568: (x,y) = (-113.374,1587.49)
15569: (x,y) = (-115.989,1557.61)
15570: (x,y) = (-134.043,1533.65)
15571: (x,y) = (-127.806,1562.99)
15572: (x,y) = (-106.593,1584.21)
15573: (x,y) = (-88.5382,1608.17)
15574: (x,y) = (-117.376,1616.43)
15575: (x,y) = (-145.742,1606.67)
15576: (x,y) = (-175.45,1602.49)
15577: (x,y) = (-145.564,1605.11)
15578: (x,y) = (-145.04,1635.1)
15579: (x,y) = (-143.993,1665.08)
15580: (x,y) = (-125.114,1688.4)
15581: (x,y) = (-97.4985,1676.68)
15582: (x,y) = (-78.6189,1653.36)
15583: (x,y) = (-103.193,1636.16)
15584: (x,y) = (-127.768,1653.36)
15585: (x,y) = (-152.038,1671)
15586: (x,y) = (-132.755,1693.98)
15587: (x,y) = (-155.736,1674.69)
15588: (x,y) = (-185.081,1680.93)
15589: (x,y) = (-213.088,1670.18)
15590: (x,y) = (-196.312,1645.31)
15591: (x,y) = (-212.651,1670.47)
15592: (x,y) = (-219.4,1641.24)
15593: (x,y) = (-204.4,1667.22)
15594: (x,y) = (-231.364,1654.07)
15595: (x,y) = (-246.364,1628.09)
15596: (x,y) = (-224.423,1648.55)
15597: (x,y) = (-203.21,1627.33)
15598: (x,y) = (-215.412,1599.93)
15599: (x,y) = (-186.068,1593.69)
15600: (x,y) = (-209.049,1574.41)
15601: (x,y) = (-179.341,1570.23)
15602: (x,y) = (-167.139,1597.64)
15603: (x,y) = (-189.079,1618.1)
15604: (x,y) = (-167.866,1639.31)
15605: (x,y) = (-187.15,1616.33)
15606: (x,y) = (-159.744,1604.13)
15607: (x,y) = (-177.798,1580.17)
15608: (x,y) = (-187.068,1608.7)
15609: (x,y) = (-174.39,1635.89)
15610: (x,y) = (-203.621,1629.14)
15611: (x,y) = (-177.906,1644.59)
15612: (x,y) = (-175.291,1614.71)
15613: (x,y) = (-146.182,1621.96)
15614: (x,y) = (-160.267,1648.45)
15615: (x,y) = (-145.267,1674.43)
15616: (x,y) = (-173.274,1685.18)
15617: (x,y) = (-202.618,1691.42)
15618: (x,y) = (-229.349,1705.04)
15619: (x,y) = (-204.189,1688.7)
15620: (x,y) = (-218.733,1662.46)
15621: (x,y) = (-222.389,1692.24)
15622: (x,y) = (-222.389,1722.24)
15623: (x,y) = (-192.94,1727.96)
15624: (x,y) = (-166.701,1742.51)
15625: (x,y) = (-196.046,1748.75)
15626: (x,y) = (-205.813,1720.38)
15627: (x,y) = (-196.542,1748.91)
15628: (x,y) = (-212.882,1774.07)
15629: (x,y) = (-235.176,1794.15)
15630: (x,y) = (-220.176,1820.13)
15631: (x,y) = (-244.751,1802.92)
15632: (x,y) = (-264.034,1825.9)
15633: (x,y) = (-234.039,1825.38)
15634: (x,y) = (-204.262,1821.72)
15635: (x,y) = (-183.802,1843.66)
15636: (x,y) = (-189.527,1873.11)
15637: (x,y) = (-217.534,1862.36)
15638: (x,y) = (-212.325,1832.81)
15639: (x,y) = (-238.563,1818.27)
15640: (x,y) = (-261.205,1837.95)
15641: (x,y) = (-232.096,1830.69)
15642: (x,y) = (-243.334,1858.51)
15643: (x,y) = (-225.7,1882.78)
15644: (x,y) = (-195.7,1882.78)
15645: (x,y) = (-214.984,1859.8)
15646: (x,y) = (-185.875,1852.54)
15647: (x,y) = (-213.882,1863.29)
15648: (x,y) = (-213.359,1833.3)
15649: (x,y) = (-236,1852.98)
15650: (x,y) = (-254.055,1876.94)
15651: (x,y) = (-280.543,1891.02)
15652: (x,y) = (-297.319,1866.15)
15653: (x,y) = (-296.795,1896.15)
15654: (x,y) = (-272.221,1913.35)
15655: (x,y) = (-274.313,1883.43)
15656: (x,y) = (-280.551,1854.08)
15657: (x,y) = (-271.78,1825.39)
15658: (x,y) = (-297.76,1810.39)
15659: (x,y) = (-306.531,1781.7)
15660: (x,y) = (-292.912,1754.97)
15661: (x,y) = (-316.871,1773.03)
15662: (x,y) = (-288.505,1763.26)
15663: (x,y) = (-276.783,1790.88)
15664: (x,y) = (-300.424,1809.35)
15665: (x,y) = (-327.387,1796.2)
15666: (x,y) = (-298.279,1788.94)
15667: (x,y) = (-311.898,1762.21)
15668: (x,y) = (-291.438,1784.15)
